pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_dr3_id,ra,dec,sy_dist,sy_snum,sy_pnum,cb_flag,st_teff,st_mass,st_rad,st_lum,pl_rade,pl_bmasse,pl_bmassprov,pl_dens,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,discoverymethod,disc_year,disc_facility,pl_controv_flag
"OGLE-2017-BLG-1237L b","OGLE-2017-BLG-1237L","b",,,,,271.6499583,-28.3288306,6030.00000000,1,1,0,,0.460000,,,13.00000000,1207.74794660,"Mass",3.020000,,,,2.5300000000,,,"Microlensing",2024,"OGLE",0
"OGLE-2017-BLG-1275L b","OGLE-2017-BLG-1275L","b",,,,,267.9154167,-29.4979694,7690.00000000,1,1,0,,0.630000,,,12.80000000,1875.18760130,"Mass",4.910000,,,,2.0900000000,,,"Microlensing",2024,"OGLE",0
"OGLE-2017-BLG-1375L b","OGLE-2017-BLG-1375L","b",,,,,269.1548750,-30.3114167,3930.00000000,1,1,0,,0.810000,,,12.40000000,3585.00000000,"Mass",10.300000,,,,3.0400000000,,,"Microlensing",2020,"OGLE",0
"OGLE-2017-BLG-1434L b","OGLE-2017-BLG-1434L","b",,,,,268.2804667,-30.2456583,860.00000000,1,1,0,,0.234000,,,1.94000000,4.43000000,"Mass",3.330000,,,,1.1800000000,,,"Microlensing",2018,"OGLE",0
"OGLE-2017-BLG-1522L b","OGLE-2017-BLG-1522L","b",,,,,270.3193660,-28.4619713,7490.00000000,1,1,0,,0.045000,,,14.00000000,240.00000000,"Mass",0.481000,,,,0.5900000000,,,"Microlensing",2018,"OGLE",0
"OGLE-2017-BLG-1691L b","OGLE-2017-BLG-1691L","b",,,,,263.5938333,-29.2848306,7290.00000000,1,1,0,,0.450000,,,3.92000000,14.62010672,"Mass",1.330000,,,,2.4100000000,,,"Microlensing",2022,"OGLE",0
"OGLE-2017-BLG-1806L b","OGLE-2017-BLG-1806L","b",,,,,266.6232500,-24.2722694,6400.00000000,1,1,0,,0.380000,,,2.15000000,5.27000000,"Mass",2.910000,,,,1.7500000000,,,"Microlensing",2023,"OGLE",0
"OGLE-2018-BLG-0298L b","OGLE-2018-BLG-0298L","b",,,,,264.2845000,-29.7091111,6540.00000000,1,1,0,,0.690000,,,7.56000000,44.49597698,"Mass",0.566000,,,,2.8600000000,,,"Microlensing",2022,"OGLE",0
"OGLE-2018-BLG-0383L b","OGLE-2018-BLG-0383L","b",,,,,268.6807500,-28.7392778,7700.00000000,1,1,0,,0.100000,,,2.41000000,6.40000000,"Mass",2.510000,,,,1.8000000000,,,"Microlensing",2022,"OGLE",0
"OGLE-2018-BLG-0506L b","OGLE-2018-BLG-0506L","b",,,,,267.6298333,-31.9240556,5600.00000000,1,1,0,,0.630000,,,4.18000000,16.30000000,"Mass",1.230000,,,,3.0000000000,,,"Microlensing",2022,"OGLE",0
"OGLE-2018-BLG-0516L b","OGLE-2018-BLG-0516L","b",,,,,269.6401250,-31.2623889,7000.00000000,1,1,0,,0.470000,,,4.73000000,20.10000000,"Mass",1.040000,,,,2.2000000000,,,"Microlensing",2022,"OGLE",0
"OGLE-2018-BLG-0532L b","OGLE-2018-BLG-0532L","b",,,,,269.9834167,-28.9977500,773.00000000,1,1,0,,0.195000,,,2.37000000,6.22800000,"Mass",2.570000,,,,1.0640000000,,,"Microlensing",2020,"OGLE",0
"OGLE-2018-BLG-0567L b","OGLE-2018-BLG-0567L","b",,,,,269.0184167,-27.9871111,7060.00000000,1,1,0,,0.250000,,,12.30000000,101.70509024,"Mass",0.300000,,,,2.7200000000,,,"Microlensing",2021,"OGLE",0
"OGLE-2018-BLG-0596L b","OGLE-2018-BLG-0596L","b",,,,,269.0555417,-29.1990833,5650.00000000,1,1,0,,0.231000,,,3.81000000,13.93000000,"Mass",1.380000,,,,0.9700000000,,,"Microlensing",2019,"OGLE",0
"OGLE-2018-BLG-0677L b","OGLE-2018-BLG-0677L","b",,,,,268.7511250,-32.0165306,7580.00000000,1,1,0,,0.120000,,,1.82000000,3.96000000,"Mass",3.610000,,,,0.6300000000,,,"Microlensing",2020,"OGLE",0
"OGLE-2018-BLG-0740L b","OGLE-2018-BLG-0740L","b",,,,,272.1769583,-29.8358056,3200.00000000,1,1,0,5912.00,1.000000,,,12.90000000,1500.00000000,"Mass",3.840000,,,5480.00000000000,5.0000000000,0.000000,,"Microlensing",2019,"OGLE",0
"OGLE-2018-BLG-0799L b","OGLE-2018-BLG-0799L","b",,,,,273.4590000,-25.4857222,4050.00000000,1,1,0,,0.093000,,,10.90000000,82.63538582,"Mass",0.351000,,,,1.2800000000,,,"Microlensing",2022,"OGLE",0
"OGLE-2018-BLG-0932L b","OGLE-2018-BLG-0932L","b",,,,,268.3512083,-29.0218056,6620.00000000,1,1,0,,0.720000,,,13.90000000,282.86728223,"Mass",0.579000,,,,1.7500000000,,,"Microlensing",2022,"KMTNet",0
"OGLE-2018-BLG-0962L b","OGLE-2018-BLG-0962L","b",,,,,268.1747917,-32.3092500,6500.00000000,1,1,0,,0.540000,,,13.60000000,425.89006538,"Mass",0.930000,,,,3.5900000000,,,"Microlensing",2021,"OGLE",0
"OGLE-2018-BLG-0977L b","OGLE-2018-BLG-0977L","b",,,,,268.5061250,-30.6048056,6500.00000000,1,1,0,,0.470000,,,2.41000000,6.40000000,"Mass",2.510000,,,,2.0000000000,,,"Microlensing",2022,"OGLE",0
"OGLE-2018-BLG-1011L b","OGLE-2018-BLG-1011L","b",,,,,269.0140000,-29.0828889,7100.00000000,1,2,0,,0.180000,,,13.50000000,570.00000000,"Mass",1.270000,,,,1.8000000000,,,"Microlensing",2019,"OGLE",0
"OGLE-2018-BLG-1011L c","OGLE-2018-BLG-1011L","c",,,,,269.0140000,-29.0828889,7100.00000000,1,2,0,,0.180000,,,13.20000000,890.00000000,"Mass",2.130000,,,,0.8000000000,,,"Microlensing",2019,"OGLE",0
"OGLE-2018-BLG-1119L b","OGLE-2018-BLG-1119L","b",,,,,270.0292500,-32.3752778,5760.00000000,1,1,0,,0.480000,,,13.90000000,289.22385037,"Mass",0.592000,,,,4.0600000000,,,"Microlensing",2022,"OGLE",0
"OGLE-2018-BLG-1126L b","OGLE-2018-BLG-1126L","b",,,,,268.3558750,-31.7247194,5700.00000000,1,1,0,,0.690000,,,4.41000000,17.79839079,"Mass",1.140000,,,,3.2300000000,,,"Microlensing",2022,"KMTNet",0
"OGLE-2018-BLG-1185L b","OGLE-2018-BLG-1185L","b",,,,,269.7927500,-27.8350833,7400.00000000,1,1,0,,0.370000,,,2.83000000,8.40000000,"Mass",2.040000,,,,1.5400000000,,,"Microlensing",2021,"OGLE",0
"OGLE-2018-BLG-1212L b","OGLE-2018-BLG-1212L","b",,,,,271.0776250,-28.1940833,1550.00000000,1,1,0,,0.160000,,,9.32000000,63.56568140,"Mass",0.431000,,,,1.6800000000,,,"Microlensing",2022,"KMTNet",0
"OGLE-2018-BLG-1269L b","OGLE-2018-BLG-1269L","b",,,,,269.6934170,-27.6179444,2510.00000000,1,1,0,,1.110000,,,14.10000000,210.00000000,"Mass",0.412000,,,,4.5100000000,,,"Microlensing",2020,"OGLE",0
"OGLE-2018-BLG-1367L b","OGLE-2018-BLG-1367L","b",,,,,269.7556250,-29.1683611,5370.00000000,1,1,0,,0.280000,,,13.80000000,301.93698665,"Mass",0.631000,,,,1.2100000000,,,"Microlensing",2022,"KMTNet",0
"OGLE-2018-BLG-1428L b","OGLE-2018-BLG-1428L","b",,,,,265.5487080,-26.1378889,6220.00000000,1,1,0,,0.430000,,,14.00000000,240.00000000,"Mass",0.481000,,,,3.3000000000,,,"Microlensing",2021,"OGLE",0
"OGLE-2018-BLG-1647L b","OGLE-2018-BLG-1647L","b",,,,,268.9623750,-31.8170000,7880.00000000,1,1,0,,0.092000,,,13.80000000,308.29355479,"Mass",0.645000,,,,1.3600000000,,,"Microlensing",2022,"KMTNet",0
"OGLE-2018-BLG-1700L b","OGLE-2018-BLG-1700L","b",,,,,269.9560420,-28.5286389,7600.00000000,2,1,1,,0.420000,,,12.90000000,1400.00000000,"Mass",3.580000,,,,2.8000000000,,,"Microlensing",2020,"OGLE",0
"OGLE-2019-BLG-0249L b","OGLE-2019-BLG-0249L","b",,,,,265.4035000,-34.7017500,6370.00000000,1,1,0,,0.910000,,,12.70000000,2262.93825784,"Mass",6.070000,,,,1.8400000000,,,"Microlensing",2023,"OGLE",0
"OGLE-2019-BLG-0299L b","OGLE-2019-BLG-0299L","b",,,,,266.6794583,-23.5843111,5830.00000000,1,1,0,,0.590000,,,12.70000000,1976.89269154,"Mass",5.300000,,,,2.8000000000,,,"Microlensing",2021,"OGLE",0
"OGLE-2019-BLG-0304L b","OGLE-2019-BLG-0304L","b",,,,,264.0267083,-26.1459889,6980.00000000,2,1,0,,0.270000,,,14.20000000,162.09248757,"Mass",0.311000,,,,1.2300000000,,,"Microlensing",2021,"OGLE",0
"OGLE-2019-BLG-0362L b","OGLE-2019-BLG-0362L","b",,,,,263.4652500,-24.8103611,5830.00000000,1,1,0,,0.420000,,,13.10000000,1036.12060682,"Mass",2.530000,,,,2.1800000000,,,"Microlensing",2022,"OGLE",0
"OGLE-2019-BLG-0468L b","OGLE-2019-BLG-0468L","b",,,,,266.4060000,-24.4472778,4400.00000000,1,2,0,,0.920000,,,13.10000000,1090.15143601,"Mass",2.660000,,,,3.2900000000,,,"Microlensing",2022,"OGLE",0
"OGLE-2019-BLG-0468L c","OGLE-2019-BLG-0468L","c",,,,,266.4060000,-24.4472778,4400.00000000,1,2,0,,0.920000,,,12.50000000,3248.20631954,"Mass",9.140000,,,,2.7700000000,,,"Microlensing",2022,"OGLE",0
"OGLE-2019-BLG-0679L b","OGLE-2019-BLG-0679L","b",,,,,265.7404167,-27.7728806,5630.00000000,1,1,0,,0.660000,,,13.10000000,1061.54687938,"Mass",2.590000,,,,6.9900000000,,,"Microlensing",2023,"OGLE",0
"OGLE-2019-BLG-0954L b","OGLE-2019-BLG-0954L","b",,,,,267.9132500,-29.6110000,3630.00000000,1,1,0,,0.800000,,,12.30000000,4513.16337940,"Mass",13.300000,,,,2.6500000000,,,"Microlensing",2021,"OGLE",0
"OGLE-2019-BLG-0960L b","OGLE-2019-BLG-0960L","b",,,,,274.0142917,-25.7746667,980.00000000,1,1,0,,0.500000,,,1.39000000,2.50000000,"Mass",5.120000,,,,1.9000000000,,,"Microlensing",2021,"OGLE",0
"OGLE-2019-BLG-1053L b","OGLE-2019-BLG-1053L","b",,,,,270.1663750,-27.3415833,6800.00000000,1,1,0,,0.610000,,,1.38000000,2.48000000,"Mass",5.190000,,,,3.4000000000,,,"Microlensing",2021,"KMTNet",0
"OGLE-2019-BLG-1180L b","OGLE-2019-BLG-1180L","b",,,,,269.2465417,-27.9754444,6070.00000000,1,1,0,,0.545000,,,13.50000000,555.24622703,"Mass",1.240000,,,,5.1900000000,,,"Microlensing",2023,"OGLE",0
"OGLE-2019-BLG-1470L AB c","OGLE-2019-BLG-1470L A","c",,,,,271.9492083,-27.0335556,5900.00000000,2,1,1,,0.570000,,,13.30000000,699.22249540,"Mass",1.630000,,,,3.2000000000,,,"Microlensing",2022,"OGLE",0
"OGLE-2019-BLG-1492L b","OGLE-2019-BLG-1492L","b",,,,,270.0964583,-28.6311389,5600.00000000,1,1,0,,0.680000,,,6.79000000,37.10000000,"Mass",0.651000,,,,2.7000000000,,,"Microlensing",2022,"OGLE",0
"OGLE-2023-BLG-0766L b","OGLE-2023-BLG-0766L","b",,,,,269.8296250,-28.3246889,7400.00000000,1,1,0,,0.390000,,,13.70000000,349.61124770,"Mass",0.747000,,,,2.5000000000,,,"Microlensing",2026,"OGLE",0
"OGLE-2023-BLG-0836L b","OGLE-2023-BLG-0836L","b",,,,,267.1868750,-23.7415194,5120.00000000,2,1,1,,0.710000,,,12.90000000,1385.73185452,"Mass",3.550000,,,,3.7000000000,,,"Microlensing",2024,"OGLE",0
"OGLE-TR-10 b","OGLE-TR-10","b",,,"TIC 130150682","Gaia DR3 4056443366649948160",267.8677483,-29.8764758,1344.97000000,1,1,0,5950.00,1.140000,1.170000,0.18800,14.01100000,197.04600000,"Mass",0.400000,1702.00,818.5035,3.10127800000,0.0434000000,0.000000,90.00000,"Transit",2004,"OGLE",0
"OGLE-TR-111 b","OGLE-TR-111","b",,,"TIC 465390152","Gaia DR3 5242089296564780416",163.3241150,-61.4056976,1068.33000000,1,1,0,5040.00,0.820000,0.830000,-0.33862,11.42197100,174.79900000,"Mass",0.650000,1019.00,204.9529,4.01444630000,0.0473000000,0.000000,88.30000,"Transit",2004,"OGLE",0
"OGLE-TR-113 b","OGLE-TR-113","b",,,"TIC 915110182","Gaia DR3 5242077854771196544",163.1010355,-61.4468591,566.45900000,1,1,0,4790.00,0.779000,0.774000,-0.52900,12.25100000,400.44900000,"Mass",1.200000,1342.00,528.4147,1.43247520000,0.0228900000,0.000000,87.80000,"Transit",2004,"OGLE",0
"OGLE-TR-132 b","OGLE-TR-132","b",,,"TIC 465144510","Gaia DR3 5241964708164136192",162.6440933,-61.9572476,2012.62000000,1,1,0,6210.00,1.305000,1.320000,0.37100,13.45000000,375.02000000,"Mass",0.850000,2013.00,2550.8364,1.68986800000,0.0303500000,0.600000,83.40000,"Transit",2004,"OGLE",0
"OGLE-TR-182 b","OGLE-TR-182","b",,,"TIC 466884459","Gaia DR3 5337294049909975680",167.3279228,-61.0952624,2501.75000000,1,1,0,5924.00,1.140000,1.140000,0.24059,12.66600000,320.99500000,"Mass",0.410000,1550.00,669.0373,3.97910000000,0.0510000000,0.000000,85.70000,"Transit",2007,"OGLE",0
"OGLE-TR-211 b","OGLE-TR-211","b",,,"TIC 390001646","Gaia DR3 5253607539857229568",160.0598236,-62.4555353,1515.26000000,1,1,0,6325.00,1.330000,1.640000,0.26657,15.24400000,327.35100000,"Mass",0.420000,1686.00,710.2804,3.67724000000,0.0510000000,0.000000,87.20000,"Transit",2007,"OGLE",0
"OGLE-TR-56 b","OGLE-TR-56","b",,,"TIC 1425441246","Gaia DR3 4056326681029056896",269.1479583,-29.5392222,282.83913869,1,1,0,6050.00,1.228000,1.363000,0.35000,15.27800000,441.77000000,"Mass",0.680000,2212.00,3942.3204,1.21191890000,0.0238300000,0.000000,77.60000,"Transit",2002,"OGLE",0
"OGLE2-TR-L9 b","OGLE2-TR-L9","b",,,"TIC 466840711","Gaia DR3 5337273743301313536",166.9798793,-61.1462496,1627.63000000,1,1,0,6933.00,1.520000,1.530000,0.51197,18.04600000,1430.17500000,"Mass",1.250000,2034.00,4135.4482,2.48553350000,0.0308000000,,79.80000,"Transit",2008,"OGLE",0
"Oph 11 b","Oph 11","b",,,"TIC 392045047","Gaia DR3 6049407594709184256",245.6049610,-24.0872219,136.16559197,1,1,0,2375.00,0.016000,0.232692,-2.77000,12.30000000,4449.62000000,"Mass",13.100000,2175.00,0.0000,7300000.00000000000,243.0000000000,,,"Imaging",2006,"Gemini Observatory",0
"PDS 70 b","PDS 70","b",,,"TIC 179413040","Gaia DR3 6110141563309613056",212.0421402,-41.3980405,113.06400000,1,2,0,4109.00,0.982000,1.260000,-0.45593,21.96960217,1017.05090240,"Mass",0.527000,1392.00,0.0008,43500.00000000000,20.8000000000,0.170000,131.00000,"Imaging",2018,"Paranal Observatory",0
"PDS 70 c","PDS 70","c",,,"TIC 179413040","Gaia DR3 6110141563309613056",212.0421402,-41.3980405,113.06400000,1,2,0,4109.00,0.982000,1.260000,-0.45593,22.19378179,2383.71305250,"Mass",1.200000,1054.00,0.0003,,34.3000000000,0.037000,130.50000,"Imaging",2019,"European Southern Observatory",0
"PH1 b","PH1","b",,,"TIC 170348142","Gaia DR3 2073478823183937536",298.2150641,39.9550863,1033.16000000,4,1,1,6407.00,1.528000,1.734000,0.66000,6.18000000,169.00000000,"Mass",,481.00,10.7524,138.31700000000,0.6520000000,0.070200,90.05000,"Transit",2012,"Kepler",0
"PH2 b","PH2","b",,,"TIC 416279912","Gaia DR3 2139300262131379584",289.7636212,51.9626830,343.86300000,1,1,0,5734.00,0.966000,0.949000,-0.05849,9.33708092,87.08498352,"Mass",0.580000,295.10,1.2000,282.52542000000,0.8330000000,0.215000,89.89800,"Transit",2013,"Kepler",0
"POTS-1 b","POTS-1","b",,,"TIC 341694238","Gaia DR3 5851616143098057472",203.6087259,-66.5811639,747.95900000,1,1,0,4400.00,0.695000,0.588000,-1.08690,10.54800000,734.16000000,"Mass",3.440000,841.95,58.7159,3.16062960000,0.0373400000,,88.06000,"Transit",2013,"La Silla Observatory",0
"PSR B0329+54 b","PSR B0329+54","b",,,"TIC 316847481","Gaia DR3 445135392719883904",53.2472749,54.5791636,504.93312058,1,1,0,,1.440000,,,1.22000000,1.97000000,"Msini",5.960000,,,10140.00000000000,10.2600000000,0.236000,,"Pulsar Timing",2017,"Multiple Facilities",0
"PSR B1257+12 b","PSR B1257+12","b",,,,,195.0149029,12.6823534,600.00000000,1,3,0,,1.400000,,,0.33800000,0.02000000,"Mass",2.850000,,,25.26200000000,0.1900000000,0.000000,50.00000,"Pulsar Timing",1994,"Arecibo Observatory",0
"PSR B1257+12 c","PSR B1257+12","c",,,,,195.0149029,12.6823534,600.00000000,1,3,0,,1.400000,,,1.91000000,4.30000000,"Mass",3.390000,,,66.54190000000,0.3600000000,0.018600,53.00000,"Pulsar Timing",1992,"Arecibo Observatory",0
"PSR B1257+12 d","PSR B1257+12","d",,,,,195.0149029,12.6823534,600.00000000,1,3,0,,1.400000,,,1.80000000,3.90000000,"Mass",3.670000,,,98.21140000000,0.4600000000,0.026400,47.00000,"Pulsar Timing",1992,"Arecibo Observatory",0
"PSR B1620-26 b","PSR B1620-26","b",,,,,245.9092617,-26.5315944,,2,1,1,,1.350000,,,13.30000000,794.57500000,"Mass",1.860000,,,,23.0000000000,,,"Pulsar Timing",2003,"Hubble Space Telescope",0
"PSR J1719-1438 b","PSR J1719-1438","b",,,,,259.7919708,-14.6336000,1200.00000000,1,1,0,4500.00,1.400000,,,,382.80000000,"Mass",23.000000,,,0.09070629300,0.0044000000,0.060000,,"Pulsar Timing",2011,"Parkes Observatory",0
"PSR J2322-2650 b","PSR J2322-2650","b",,,,,350.6443481,-26.8495331,230.00000000,1,1,0,,1.400000,,,13.90000000,252.64306700,"Msini",1.840000,,,0.32296399700,0.0102000000,0.001700,,"Pulsar Timing",2017,"Parkes Observatory",0
"PZ Tel b","PZ Tel","b","HD 174429","HIP 92680","TIC 406095880","Gaia DR3 6655168686921108864",283.2745823,-50.1808952,47.06480000,1,1,0,5169.00,1.360000,1.256460,0.00662,11.90000000,8581.36698900,"Mass",28.000000,53.77,0.0014,44000.00000000000,27.0000000000,0.520000,91.73000,"Imaging",2023,"W. M. Keck Observatory",0
"Pr0201 b","Pr0201","b",,,"TIC 175290574","Gaia DR3 661424074528836480",130.4324005,20.2268164,180.64000000,1,1,0,6174.00,1.240000,1.150000,0.24469,14.20000000,171.62820000,"Msini",0.329000,1303.39,487.9693,4.42640000000,0.0600000000,0.000000,,"Radial Velocity",2012,"Fred Lawrence Whipple Observatory",0
"Pr0211 b","Pr0211","b",,,"TIC 175291727","Gaia DR3 661222279785743616",130.5477440,19.2769570,182.71400000,2,2,0,5300.00,0.935000,0.827000,-0.33603,13.40000000,597.52040000,"Msini",1.360000,1304.13,457.3078,2.14610000000,0.0317600000,0.011000,,"Radial Velocity",2012,"Fred Lawrence Whipple Observatory",0
"Pr0211 c","Pr0211","c",,,"TIC 175291727","Gaia DR3 661222279785743616",130.5477440,19.2769570,182.71400000,2,2,0,5300.00,0.935000,0.827000,-0.33603,12.60000000,2475.89570000,"Msini",6.800000,99.10,0.0152,4850.00000000000,5.5000000000,0.710000,,"Radial Velocity",2016,"Roque de los Muchachos Observatory",0
"Proxima Cen b","Proxima Cen","b",,"HIP 70890","TIC 388857263","Gaia DR3 5853498713190525696",217.3934657,-62.6761821,1.30119000,3,2,0,2900.00,0.122100,0.141000,-2.82102,1.02000000,1.05500000,"Msini",5.460000,218.00,0.6410,11.18465000000,0.0484800000,0.000000,,"Radial Velocity",2016,"European Southern Observatory",0
"Proxima Cen d","Proxima Cen","d",,"HIP 70890","TIC 388857263","Gaia DR3 5853498713190525696",217.3934657,-62.6761821,1.30119000,3,2,0,2900.00,0.122100,0.141000,-2.82102,0.69200000,0.26000000,"Msini",4.310000,282.00,1.8140,5.12338000000,0.0288100000,0.000000,,"Radial Velocity",2025,"La Silla Observatory",0
"Qatar-1 b","Qatar-1","b",,,"TIC 236887394","Gaia DR3 2244830490514284928",303.3818697,65.1623313,185.61500000,1,1,0,5013.00,0.838000,0.803000,-0.43771,12.81188700,411.27202000,"Mass",1.076000,1418.00,382.3280,1.42002420000,0.0233200000,0.000000,84.08000,"Transit",2010,"Qatar",0
"Qatar-10 b","Qatar-10","b",,,"TIC 229791084","Gaia DR3 2262322556576778752",284.4439052,69.5708373,559.06800000,1,1,0,6124.00,1.156000,1.254000,0.29951,17.29548700,233.92288000,"Mass",0.248000,1955.00,1816.4800,1.64532100000,0.0286000000,0.000000,85.87000,"Transit",2019,"Qatar",0
"Qatar-2 b","Qatar-2","b",,,"TIC 2521105","Gaia DR3 3620030644476623616",207.6554928,-6.8040714,181.37400000,1,1,0,4645.00,0.743000,0.776000,-0.68320,14.05600000,792.63500000,"Mass",1.573000,1344.00,447.4134,1.33711647000,0.0215300000,0.000000,86.12000,"Transit",2011,"Qatar",0
"Qatar-3 b","Qatar-3","b",,,"TIC 291751373","Gaia DR3 2878641361300809856",359.1519716,36.2129562,735.60100000,1,1,0,6007.00,1.145000,1.272000,0.27875,12.28506400,1369.84730000,"Mass",4.000000,1681.00,1330.0000,2.50792040000,0.0378300000,0.000000,86.80000,"Transit",2017,"Qatar",0
"Qatar-4 b","Qatar-4","b",,,"TIC 440113053","Gaia DR3 385697172809355392",4.8592750,44.0275965,329.03600000,1,1,0,5215.00,0.896000,0.849000,-0.31785,12.72221500,1938.76300000,"Mass",5.100000,1385.00,614.0000,1.80535640000,0.0280300000,0.000000,87.50000,"Transit",2017,"Qatar",0
"Qatar-5 b","Qatar-5","b",,,"TIC 190998418","Gaia DR3 382111248777193216",7.0539375,42.0613451,367.65800000,1,1,0,5747.00,1.128000,1.076000,0.05614,12.40836300,1373.02560000,"Mass",3.950000,1415.00,669.0000,2.87923190000,0.0412700000,0.000000,88.74000,"Transit",2017,"Qatar",0
"Qatar-6 b","Qatar-6","b",,,"TIC 311133118","Gaia DR3 1265513389372846848",222.2100773,22.1526136,100.84800000,2,1,0,5052.00,0.822000,0.722000,-0.51428,11.90395800,212.31044000,"Mass",0.692000,1006.00,174.9015,3.50619500000,0.0423000000,0.000000,86.01000,"Transit",2017,"Qatar",0
"Qatar-7 b","Qatar-7","b",,,"TIC 291685334","Gaia DR3 2878923523472328704",358.5151344,37.0218242,705.98100000,1,1,0,6387.00,1.409000,1.564000,0.56348,19.05530000,597.52040000,"Mass",0.502000,2053.00,2886.2922,2.03204600000,0.0352000000,0.000000,89.00000,"Transit",2019,"Qatar",0
"Qatar-8 b","Qatar-8","b",,,"TIC 103751498","Gaia DR3 1076515002779544960",157.4123405,70.5270835,281.49800000,1,1,0,5738.00,1.029000,1.315000,0.22789,14.40356500,117.91493000,"Mass",0.216000,1457.00,698.1480,3.71495000000,0.0474000000,0.000000,89.29000,"Transit",2019,"Qatar",0
"Qatar-9 b","Qatar-9","b",,,"TIC 149918151","Gaia DR3 1048109222955337600",160.7480950,60.9641194,213.77100000,1,1,0,4309.00,0.719000,0.696000,-0.82102,11.30988100,378.21770000,"Mass",1.430000,1134.00,210.6690,1.54073100000,0.0234000000,0.000000,89.23000,"Transit",2019,"Qatar",0
"ROXs 12 b","ROXs 12","b",,,"TIC 175595883","Gaia DR3 6048935358761628288",246.6167993,-25.4466950,136.65000000,2,1,0,3850.00,0.870000,1.066270,-0.79013,12.20000000,5085.00000000,"Mass",15.400000,13.23,0.0000,,210.0000000000,0.830000,,"Imaging",2013,"W. M. Keck Observatory",0
"ROXs 42 B b","ROXs 42 B","b",,,"TIC 318449007","Gaia DR3 6047587937321868288",247.8125493,-24.5455770,143.59000000,2,1,1,3433.00,1.000000,1.336580,-0.79156,12.50000000,2860.00000000,"Mass",8.050000,1975.00,0.0000,,157.0000000000,0.580000,,"Imaging",2013,"Multiple Observatories",0
"RR Cae b","RR Cae","b",,,"TIC 219244444","Gaia DR3 4788741548375134336",65.2733756,-48.6542601,21.19160000,2,1,1,3904.00,0.440000,0.193119,-2.10762,13.00000000,1334.88600000,"Msini",3.340000,35.94,0.0003,4343.50000000000,5.3000000000,0.000000,17.60000,"Eclipse Timing Variations",2012,"Leoncito Astronomical Complex",1
"Ross 128 b","Ross 128","b",,"HIP 57548","TIC 325275315","Gaia DR3 3796072592206250624",176.9376036,0.7992898,3.37454000,1,1,0,3192.00,0.168000,0.196700,-2.44129,1.11000000,1.40000000,"Msini",5.630000,301.00,1.3800,9.86580000000,0.0496000000,0.116000,,"Radial Velocity",2017,"La Silla Observatory",0
"Ross 176 b","Ross 176","b",,,"TIC 193336820","Gaia DR3 2083391813854073856",305.6897438,47.3086191,46.44880000,1,1,0,4041.00,0.577000,0.569000,-1.10891,1.84000000,4.57000000,"Mass",4.030000,682.00,36.2000,5.00663380000,0.0464000000,0.250000,89.42000,"Transit",2025,"Transiting Exoplanet Survey Satellite (TESS)",0
"Ross 458 c","Ross 458","c",,"HIP 63510","TIC 88138162","Gaia DR3 3737308025029348608",195.1912147,12.3755996,11.50940000,2,1,1,3965.42,0.556419,0.562566,-1.29769,14.01125000,1906.98000000,"Mass",3.810000,4.32,0.0000,,1100.0000000000,,,"Imaging",2010,"Las Campanas Observatory",0
"Ross 508 b","Ross 508","b",,,"TIC 400019820","Gaia DR3 1208695640675619584",230.9613022,17.4605347,11.21030000,1,1,0,3071.00,0.177400,0.211300,-2.44503,1.83000000,4.00000000,"Msini",3.590000,293.86,1.2464,10.77000000000,0.0536600000,0.330000,,"Radial Velocity",2022,"Subaru Telescope",0
"SPECULOOS-3 b","SPECULOOS-3","b",,,"TIC 230741378","Gaia DR3 1869054868256849920",312.3632611,33.6123832,,1,1,0,2800.00,0.100900,0.123000,-3.07831,0.97700000,0.89400000,"M-R relationship",5.270000,553.00,15.5400,0.71912603000,0.0073300000,,89.44000,"Transit",2024,"SPECULOOS Southern Observatory",0
"SR 12 AB c","SR 12 AB","c",,,"TIC 175629526","Gaia DR3 6049072007438134272",246.8312363,-24.6946687,112.31721584,2,1,1,3828.93,,1.103075,-0.62778,12.30000000,4131.62000000,"Mass",12.200000,,,,,,,"Imaging",2010,"Infrared Survey Facility",0
"SWEEPS-11 b","SWEEPS-11","b",,,,,269.7583333,-29.1981944,8500.00000000,1,1,0,,1.100000,1.450000,,12.66600000,3082.82000000,"Mass",8.340000,,,1.79600000000,0.0300000000,,,"Transit",2006,"Hubble Space Telescope",0
"SWEEPS-4 b","SWEEPS-4","b",,,,,269.7246667,-29.1890556,8500.00000000,1,1,0,,1.240000,1.180000,,9.07900000,1207.70000000,"Mass",8.870000,,,4.20000000000,0.0550000000,,,"Transit",2006,"Hubble Space Telescope",0
"TAP 26 b","TAP 26","b",,,"TIC 435907158","Gaia DR3 47316005432912256",64.7154450,17.3878826,121.40200000,1,1,0,4620.00,1.040000,1.170000,-0.25000,13.50000000,527.59780000,"Msini",1.180000,774.52,60.0135,10.79000000000,0.0968000000,,,"Radial Velocity",2017,"Multiple Facilities",0
